Data;dolar australian (lei) CURSZ_AUD;dolar canadian (lei) CURSZ_CAD;franc elveţian (lei) CURSZ_CHF;euro (lei) CURSZ_EUR;leu moldovenesc (lei) CURSZ_MDL;dolar SUA (lei) CURSZ_USD
17.03.2021;3,1738;3,293;4,4305;4,8879;0,2309;4,1042
16.03.2021;3,1644;3,2807;4,4248;4,8861;0,2313;4,0908
15.03.2021;3,1737;3,2879;4,4079;4,8846;0,231;4,0942
12.03.2021;3,1772;3,266;4,4038;4,8854;0,2304;4,0985
11.03.2021;3,1747;3,2456;4,4142;4,8854;0,2329;4,0832
10.03.2021;3,1623;3,247;4,4146;4,8863;0,2332;4,1084
09.03.2021;3,1633;3,2562;4,407;4,8849;0,2327;4,1036
08.03.2021;3,1502;3,2419;4,406;4,8838;0,2309;4,1118
05.03.2021;3,1352;3,2197;4,4065;4,8831;0,2309;4,0924
04.03.2021;3,1499;3,2009;4,388;4,8784;0,2302;4,0503
03.03.2021;3,155;3,1981;4,4048;4,8768;0,2314;4,0341
02.03.2021;3,1571;3,2041;4,4161;4,8747;0,2316;4,0535
01.03.2021;3,1315;3,1916;4,4299;4,8744;0,2309;4,0456
26.02.2021;3,1327;3,1817;4,4406;4,8745;0,2284;4,0209
25.02.2021;3,1869;3,1929;4,4025;4,8725;0,2291;3,9845
24.02.2021;3,1735;3,1892;4,4221;4,8743;0,2288;4,01
23.02.2021;3,1684;3,1795;4,4579;4,8745;0,2288;4,0118
22.02.2021;3,1656;3,1819;4,4703;4,8746;0,2288;4,0188
19.02.2021;3,1464;3,1748;4,493;4,8747;0,2313;4,0151
18.02.2021;3,1411;3,184;4,5014;4,8748;0,2324;4,0399
17.02.2021;3,13;3,181;4,5146;4,8746;0,2305;4,0403
16.02.2021;3,1249;3,1727;4,5147;4,8747;0,2309;4,0073
15.02.2021;3,124;3,1731;4,5101;4,8745;0,2306;4,0179
12.02.2021;3,1122;3,1601;4,5101;4,8743;0,2298;4,0259
11.02.2021;3,1103;3,1691;4,5133;4,8741;0,2293;4,0194
10.02.2021;3,107;3,1658;4,5115;4,8744;0,2296;4,0205
09.02.2021;3,1105;3,1631;4,5065;4,8745;0,2315;4,0247
08.02.2021;3,1015;3,1708;4,4973;4,874;0,2328;4,0514
05.02.2021;3,0983;3,1822;4,5081;4,8744;0,2334;4,07
04.02.2021;3,0982;3,1745;4,5069;4,8742;0,2333;4,0639
03.02.2021;3,0888;3,1695;4,5075;4,8713;0,2338;4,0532
02.02.2021;3,0821;3,1627;4,5097;4,8739;0,2331;4,0483
01.02.2021;3,0764;3,1512;4,5066;4,8728;0,2319;4,0346
29.01.2021;3,0769;3,1322;4,5231;4,8743;0,2328;4,0209
28.01.2021;3,0642;3,1303;4,5217;4,8742;0,2318;4,0233
27.01.2021;3,106;3,1592;4,5279;4,8745;0,231;4,0189
26.01.2021;3,0943;3,1518;4,519;4,8746;0,2297;4,0195
25.01.2021;3,0997;3,1569;4,5228;4,8744;0,2289;4,0105
22.01.2021;3,0904;3,1524;4,5255;4,874;0,23;4,0034
21.01.2021;3,1207;3,1808;4,5251;4,8738;0,231;4,0148
20.01.2021;3,1094;3,167;4,5221;4,8741;0,2318;4,0207
19.01.2021;3,0974;3,1593;4,5297;4,8742;0,2335;4,0186
18.01.2021;3,0975;3,162;4,5329;4,874;0,2326;4,0405
15.01.2021;3,1123;3,1655;4,5274;4,8737;0,2321;4,0172
14.01.2021;3,1106;3,1605;4,51;4,8728;0,2322;4,0058
13.01.2021;3,1005;3,1425;4,5059;4,8738;0,2327;4,0025
12.01.2021;3,0962;3,1443;4,5038;4,8715;0,2328;4,0088
11.01.2021;3,0901;3,1349;4,4964;4,8709;0,2296;4,0044
08.01.2021;3,0927;3,1372;4,4915;4,8704;0,2305;3,9791
07.01.2021;3,0762;3,1235;4,4971;4,8701;0,2305;3,9758
06.01.2021;3,085;3,1232;4,504;4,87;0,2305;3,9468
05.01.2021;3,0605;3,1139;4,5029;4,871;0,2305;3,9661
04.01.2021;3,064;3,1245;4,5036;4,8691;0,2308;3,9609
31.12.2020;3,0663;3,1127;4,4997;4,8694;0,2305;3,966
30.12.2020;3,0441;3,1053;4,4948;4,8744;0,231;3,971
29.12.2020;3,0234;3,1066;4,4926;4,8743;0,2318;3,9797
28.12.2020;3,031;3,1096;4,4808;4,8735;0,2318;3,9904
24.12.2020;3,0358;3,1113;4,4972;4,872;0,2317;3,9944
23.12.2020;3,0256;3,1059;4,4941;4,8705;0,2309;3,9971
22.12.2020;3,0007;3,09;4,4919;4,8649;0,2322;3,9774
21.12.2020;2,9992;3,0973;4,499;4,8663;0,2305;4,0068
18.12.2020;3,0201;3,1121;4,4969;4,8677;0,2313;3,9715
17.12.2020;3,0411;3,1352;4,5063;4,8697;0,232;3,9827
16.12.2020;3,0206;3,1283;4,5184;4,8684;0,2324;3,9889
15.12.2020;3,0127;3,1396;4,517;4,8686;0,2321;4,0039
14.12.2020;3,0326;3,1446;4,524;4,873;0,2326;4,0112
11.12.2020;3,0255;3,1454;4,5176;4,8693;0,2328;4,0156
10.12.2020;3,0141;3,1482;4,5284;4,8692;0,2321;4,0245
09.12.2020;3,0033;3,1409;4,5181;4,868;0,2321;4,0155
08.12.2020;2,9862;3,145;4,5173;4,8735;0,2324;4,0212
07.12.2020;2,9714;3,1407;4,5134;4,8733;0,2315;4,0252
04.12.2020;2,9702;3,1113;4,4931;4,8725;0,2325;4,0024
03.12.2020;2,9844;3,1104;4,5028;4,8736;0,2342;4,0226
02.12.2020;2,9817;3,125;4,4931;4,8721;0,2359;4,0434
27.11.2020;3,0148;3,1463;4,5081;4,8735;0,2376;4,0875
26.11.2020;3,0127;3,146;4,5042;4,8738;0,2382;4,0922
25.11.2020;3,0076;3,1484;4,4927;4,873;0,2387;4,0969
24.11.2020;3,0107;3,144;4,4902;4,8703;0,238;4,098
23.11.2020;3,0073;3,1427;4,507;4,8732;0,2388;4,1013
20.11.2020;2,9987;3,1476;4,5072;4,873;0,24;4,1103
19.11.2020;2,9935;3,142;4,5113;4,8729;0,2397;4,1193
18.11.2020;3,0047;3,1417;4,5089;4,8725;0,2398;4,1033
17.11.2020;3,0073;3,139;4,5088;4,8729;0,2407;4,1042
16.11.2020;2,9965;3,1353;4,5106;4,8715;0,2407;4,1132
13.11.2020;2,9906;3,1395;4,5031;4,869;0,2406;4,1184
12.11.2020;2,9964;3,1546;4,5078;4,8686;0,2415;4,1221
11.11.2020;3,0133;3,1696;4,4999;4,8678;0,2409;4,1316
10.11.2020;3,0039;3,1702;4,5022;4,8667;0,2386;4,1306
09.11.2020;2,9831;3,1489;4,5543;4,8674;0,2386;4,0987
06.11.2020;2,9838;3,1387;4,5503;4,8668;0,2396;4,0994
05.11.2020;2,9746;3,1397;4,5417;4,8657;0,2419;4,121
04.11.2020;2,9623;3,1522;4,5582;4,8672;0,2426;4,1637
03.11.2020;2,9604;3,1625;4,5427;4,8675;0,2444;4,1619
02.11.2020;2,9366;3,1392;4,551;4,8643;0,2443;4,1781
30.10.2020;2,9377;3,1343;4,5595;4,8743;0,2444;4,1768
29.10.2020;2,9308;3,1221;4,5641;4,8747;0,2439;4,1588
28.10.2020;2,9427;3,1357;4,5548;4,8746;0,2418;4,1525
27.10.2020;2,94;3,1311;4,5376;4,8741;0,2422;4,1264
26.10.2020;2,943;3,1294;4,5473;4,8731;0,2412;4,1224
23.10.2020;2,9418;3,1373;4,5485;4,8744;0,2417;4,1145
22.10.2020;2,9234;3,1317;4,5396;4,873;0,2412;4,1185
21.10.2020;2,9152;3,1387;4,5487;4,8737;0,2426;4,1135
20.10.2020;2,9072;3,1337;4,5467;4,8738;0,2436;4,1289
19.10.2020;2,9479;3,1466;4,5464;4,8746;0,2453;4,1456
16.10.2020;2,9456;3,1479;4,5483;4,8737;0,245;4,1622
15.10.2020;2,9449;3,1539;4,5503;4,8736;0,2441;4,1619
14.10.2020;2,9807;3,1644;4,5391;4,8734;0,2432;4,1566
13.10.2020;2,9739;3,1534;4,5387;4,8739;0,2432;4,1345
12.10.2020;2,9757;3,143;4,5287;4,8718;0,2433;4,129
09.10.2020;2,968;3,1355;4,5214;4,872;0,2445;4,1304
08.10.2020;2,9686;3,1325;4,5174;4,8741;0,2451;4,1468
07.10.2020;2,9532;3,1146;4,5163;4,8729;0,2449;4,1438
06.10.2020;2,9635;3,1194;4,5234;4,8742;0,2452;4,1366
05.10.2020;2,9753;3,1219;4,5226;4,8695;0,2456;4,1414
02.10.2020;2,9732;3,1208;4,5143;4,8718;0,2446;4,1551
01.10.2020;2,9839;3,1221;4,5231;4,8721;0,2451;4,1498
30.09.2020;2,9625;3,105;4,5043;4,8698;0,2456;4,1617
29.09.2020;2,9652;3,1197;4,5176;4,8738;0,2468;4,1678
28.09.2020;2,9469;3,1243;4,5108;4,8705;0,2481;4,1828
25.09.2020;2,9536;3,1318;4,5137;4,875;0,2497;4,1874
24.09.2020;2,9451;3,124;4,5207;4,8722;0,2494;4,1883
23.09.2020;2,9614;3,1184;4,5153;4,8641;0,2481;4,1529
22.09.2020;2,9854;3,1101;4,5183;4,859;0,2474;4,1404
21.09.2020;2,9961;3,1173;4,5057;4,8583;0,2467;4,1224
18.09.2020;2,9944;3,1126;4,5132;4,8582;0,2476;4,0972
17.09.2020;3,0064;3,1196;4,5228;4,8595;0,2462;4,1198
16.09.2020;3;3,108;4,5156;4,8586;0,2456;4,0908
15.09.2020;2,9933;3,1064;4,5068;4,8567;0,2456;4,0866
14.09.2020;2,9772;3,1069;4,5086;4,8573;0,2461;4,0974
11.09.2020;2,9853;3,106;4,5042;4,8567;0,2467;4,09
10.09.2020;2,9841;3,1188;4,5136;4,8573;0,2485;4,1038
09.09.2020;2,9868;3,1206;4,4972;4,859;0,2478;4,1269
08.09.2020;2,9851;3,1292;4,4765;4,8545;0,2474;4,1136
07.09.2020;2,9892;3,1311;4,4899;4,8552;0,2469;4,1033
04.09.2020;2,9837;3,1254;4,494;4,8492;0,2473;4,0915
03.09.2020;2,9888;3,1289;4,4952;4,8442;0,2457;4,094
02.09.2020;2,9966;3,1225;4,4784;4,8409;0,2426;4,079
01.09.2020;2,9832;3,1064;4,4703;4,8393;0,246;4,0395
31.08.2020;2,9876;3,1091;4,4918;4,8404;0,2462;4,0631
28.08.2020;2,9757;3,1123;4,5001;4,8387;0,2462;4,0672
27.08.2020;2,9703;3,115;4,5069;4,8424;0,2463;4,0959
26.08.2020;2,9493;3,1097;4,5042;4,8404;0,2462;4,0968
25.08.2020;2,9326;3,0966;4,5001;4,8392;0,2463;4,0915
24.08.2020;2,9392;3,1088;4,4973;4,8402;0,2469;4,089
21.08.2020;2,9439;3,1047;4,5;4,84;0,2457;4,0963
20.08.2020;2,9254;3,0945;4,4838;4,8396;0,2432;4,0882
19.08.2020;2,946;3,0838;4,4897;4,839;0,2435;4,055
18.08.2020;2,9364;3,0857;4,4844;4,8349;0,2435;4,0606
17.08.2020;2,932;3,0846;4,4957;4,8344;0,2445;4,079
14.08.2020;2,9293;3,0954;4,4986;4,8358;0,2444;4,102
13.08.2020;2,9265;3,0866;4,4894;4,8344;0,2471;4,0836
12.08.2020;2,9324;3,0904;4,4964;4,8357;0,2478;4,1087
11.08.2020;2,9441;3,0852;4,4909;4,8347;0,2487;4,1033
10.08.2020;2,9421;3,0721;4,4883;4,8359;0,2465;4,1129
07.08.2020;2,951;3,0641;4,4794;4,8375;0,2458;4,0949
06.08.2020;2,9313;3,0691;4,4904;4,8359;0,2456;4,0751
05.08.2020;2,942;3,0762;4,4832;4,8336;0,2467;4,0757
04.08.2020;2,9278;3,0629;4,4795;4,8341;0,2473;4,0976
03.08.2020;2,9242;3,0633;4,4859;4,8351;0,2441;4,1131
31.07.2020;2,9315;3,0379;4,4876;4,8316;0,2454;4,078
30.07.2020;2,9391;3,0646;4,4952;4,8321;0,2451;4,1089
29.07.2020;2,9535;3,0837;4,4925;4,8342;0,2446;4,1151
28.07.2020;2,9436;3,0793;4,4819;4,8335;0,2444;4,1189
27.07.2020;2,9389;3,0812;4,4812;4,8276;0,2462;4,1251
24.07.2020;2,9486;3,1032;4,5043;4,834;0,2463;4,1662
23.07.2020;2,9771;3,1188;4,4994;4,8353;0,2463;4,1734
22.07.2020;2,9954;3,1161;4,4909;4,8401;0,249;4,1942
21.07.2020;2,9916;3,1378;4,5092;4,8417;0,248;4,2317
20.07.2020;2,9579;3,1152;4,4992;4,8427;0,2483;4,2274
17.07.2020;2,9654;3,1245;4,5014;4,8428;0,2491;4,243
16.07.2020;2,9675;3,1417;4,4975;4,8429;0,248;4,2521
15.07.2020;2,9665;3,1202;4,5111;4,8433;0,2492;4,2377
14.07.2020;2,9616;3,1276;4,537;4,843;0,2495;4,2615
13.07.2020;2,9816;3,1547;4,5427;4,8423;0,2497;4,2788
10.07.2020;2,9826;3,1531;4,5555;4,8418;0,2488;4,2893
09.07.2020;2,9857;3,1657;4,5537;4,8408;0,2485;4,2716
08.07.2020;2,9776;3,1562;4,5591;4,8406;0,2478;4,2942
07.07.2020;2,9748;3,1643;4,5479;4,8397;0,2475;4,2964
06.07.2020;2,9826;3,1614;4,5467;4,8365;0,2494;4,2843
03.07.2020;2,9856;3,1736;4,5522;4,8378;0,2489;4,3085
02.07.2020;2,9652;3,1489;4,5376;4,8319;0,251;4,2813
01.07.2020;2,9757;3,1785;4,549;4,8372;0,2508;4,3114
30.06.2020;2,9562;3,1563;4,5393;4,8423;0,249;4,3233
29.06.2020;2,9578;3,1487;4,5446;4,8439;0,2496;4,2988
26.06.2020;2,9682;3,1604;4,5515;4,8421;0,2494;4,3141
25.06.2020;2,9688;3,1665;4,5477;4,8422;0,2469;4,3126
24.06.2020;2,9637;3,1592;4,5355;4,8432;0,247;4,286
23.06.2020;2,971;3,1726;4,5381;4,8428;0,2494;4,2916
22.06.2020;2,9695;3,1805;4,5432;4,8415;0,2503;4,3162
19.06.2020;2,9672;3,1785;4,5383;4,8421;0,2492;4,3181
18.06.2020;2,9592;3,1776;4,5311;4,8394;0,2495;4,2998
17.06.2020;2,9585;3,1765;4,5291;4,835;0,2477;4,3049
16.06.2020;2,9593;3,1481;4,5059;4,836;0,2496;4,2689
15.06.2020;2,9275;3,1491;4,5171;4,8337;0,2482;4,2959
12.06.2020;2,9459;3,1542;4,5104;4,834;0,2468;4,2713
11.06.2020;2,9505;3,1562;4,5129;4,8358;0,2461;4,2483
10.06.2020;2,9736;3,1742;4,4951;4,8338;0,2478;4,2555
09.06.2020;2,9658;3,1843;4,5008;4,8377;0,2459;4,2935
05.06.2020;2,9792;3,1647;4,4587;4,8393;0,2484;4,2695
04.06.2020;2,9737;3,1952;4,5005;4,8387;0,2477;4,3203
03.06.2020;2,978;3,1924;4,4819;4,8398;0,2477;4,3112
02.06.2020;2,9727;3,2062;4,5077;4,8419;0,2487;4,3293
29.05.2020;2,8967;3,1635;4,5273;4,8426;0,2496;4,3517
28.05.2020;2,91;3,1935;4,5368;4,8421;0,2484;4,3983
27.05.2020;2,9363;3,206;4,5436;4,8432;0,2496;4,4053
26.05.2020;2,9233;3,1804;4,5621;4,8415;0,2505;4,4172
25.05.2020;2,904;3,1766;4,5685;4,8396;0,2509;4,4406
22.05.2020;2,8989;3,1686;4,5692;4,8422;0,2483;4,4424
21.05.2020;2,8976;3,1724;4,5699;4,8425;0,2491;4,4163
20.05.2020;2,9035;3,1791;4,5738;4,8421;0,2479;4,4218
19.05.2020;2,8912;3,1735;4,5508;4,8395;0,2514;4,4192
18.05.2020;2,8857;3,183;4,6037;4,8392;0,2514;4,4783
15.05.2020;2,8908;3,1825;4,6018;4,839;0,2512;4,4768
14.05.2020;2,8872;3,1787;4,6004;4,8376;0,2485;4,4743
13.05.2020;2,8916;3,1772;4,5939;4,8349;0,2483;4,4578
12.05.2020;2,897;3,1858;4,5925;4,8297;0,2495;4,4639
11.05.2020;2,9047;3,1963;4,5901;4,8295;0,2498;4,461
08.05.2020;2,9048;3,1953;4,5859;4,8278;0,2517;4,4545
07.05.2020;2,8874;3,1747;4,5825;4,8242;0,251;4,4695
06.05.2020;2,8734;3,1793;4,5857;4,8258;0,2488;4,4708
05.05.2020;2,8651;3,1648;4,5892;4,829;0,2459;4,4515
04.05.2020;2,8365;3,1361;4,588;4,8387;0,2479;4,424
30.04.2020;2,9135;3,211;4,5838;4,8421;0,2494;4,4541
29.04.2020;2,9053;3,1999;4,5833;4,8425;0,2472;4,459
28.04.2020;2,8934;3,1892;4,5744;4,8436;0,2445;4,452
27.04.2020;2,8805;3,1736;4,5828;4,836;0,2442;4,46
24.04.2020;2,8639;3,1946;4,6047;4,8412;0,2458;4,4984
23.04.2020;2,8511;3,1753;4,6058;4,8414;0,2455;4,4926
22.04.2020;2,8233;3,1508;4,5971;4,8382;0,2494;4,4536
21.04.2020;2,8029;3,132;4,5979;4,8345;0,251;4,4605
16.04.2020;2,7988;3,1538;4,5981;4,836;0,2497;4,4524
15.04.2020;2,8012;3,1535;4,5883;4,8345;0,2475;4,4215
14.04.2020;2,8195;3,176;4,5831;4,8327;0,2474;4,415
13.04.2020;2,8036;3,1634;4,5708;4,8297;0,2443;4,4155
10.04.2020;2,8005;3,1617;4,5706;4,8277;0,2433;4,4115
09.04.2020;2,7631;3,1585;4,5746;4,8278;0,2398;4,4355
08.04.2020;2,7355;3,1721;4,5796;4,8338;0,2393;4,4477
07.04.2020;2,7427;3,1682;4,5663;4,8314;0,24;4,4445
06.04.2020;2,7111;3,1671;4,5696;4,828;0,241;4,4671
03.04.2020;2,6811;3,1524;4,5775;4,8286;0,24;4,4674
02.04.2020;2,6946;3,1285;4,5682;4,8288;0,2406;4,4163
01.04.2020;2,6776;3,0976;4,5646;4,8246;0,2417;4,4133
31.03.2020;2,6973;3,0901;4,5607;4,8254;0,2399;4,3983
30.03.2020;2,6826;3,095;4,5656;4,8297;0,2426;4,3637
27.03.2020;2,6686;3,1169;4,5616;4,8332;0,2444;4,389
26.03.2020;2,6396;3,1262;4,5454;4,8345;0,2484;4,4143
25.03.2020;2,6955;3,1099;4,5573;4,8367;0,247;4,4722
24.03.2020;2,6521;3,0983;4,5789;4,8445;0,2523;4,458
23.03.2020;2,602;3,1287;4,5972;4,8443;0,2516;4,5316
20.03.2020;2,6774;3,1718;4,5964;4,8444;0,252;4,514
19.03.2020;2,5643;3,0876;4,5934;4,844;0,2467;4,4864
18.03.2020;2,6134;3,0746;4,5911;4,8438;0,2483;4,4027
17.03.2020;2,6406;3,1165;4,5885;4,8448;0,2456;4,388
16.03.2020;2,6682;3,1061;4,5699;4,8242;0,2455;4,3202
13.03.2020;2,7186;3,1269;4,5643;4,8174;0,245;4,3155
12.03.2020;2,7444;3,107;4,5662;4,8157;0,2441;4,2856
11.03.2020;2,776;3,108;4,5447;4,8167;0,2443;4,2539
10.03.2020;2,7811;3,1074;4,5424;4,817;0,2424;4,2433
09.03.2020;2,7874;3,0958;4,5506;4,8184;0,244;4,2182
06.03.2020;2,8254;3,1719;4,5385;4,811;0,2469;4,2534
05.03.2020;2,8532;3,2118;4,517;4,8086;0,2472;4,3072
04.03.2020;2,8537;3,2293;4,5143;4,8057;0,2465;4,3126
03.03.2020;2,84;3,2398;4,5138;4,8074;0,2452;4,3263
02.03.2020;2,8421;3,2509;4,5161;4,8103;0,2472;4,3389
28.02.2020;2,8419;3,2425;4,5243;4,8127;0,2475;4,3601
27.02.2020;2,8889;3,2949;4,5223;4,8068;0,2473;4,3926
26.02.2020;2,9024;3,3222;4,5312;4,8074;0,2484;4,4186
25.02.2020;2,9273;3,3345;4,5355;4,8079;0,2489;4,4355
24.02.2020;2,9261;3,3365;4,5257;4,8024;0,2493;4,4395
21.02.2020;2,9317;3,3532;4,5258;4,8026;0,2503;4,4462
20.02.2020;2,936;3,342;4,5078;4,7834;0,2506;4,4307
19.02.2020;2,9619;3,3425;4,4982;4,7789;0,2502;4,4241
18.02.2020;2,9491;3,3289;4,4986;4,78;0,2499;4,4131
17.02.2020;2,9596;3,3277;4,4844;4,7748;0,2491;4,4026
14.02.2020;2,9555;3,3226;4,484;4,7694;0,248;4,4
13.02.2020;2,9459;3,3032;4,4812;4,7646;0,2471;4,379
12.02.2020;2,9435;3,2896;4,4797;4,7662;0,2478;4,3661
11.02.2020;2,9302;3,2868;4,4712;4,7696;0,2482;4,3692
10.02.2020;2,9146;3,2749;4,4529;4,7668;0,2491;4,3528
07.02.2020;2,9042;3,2686;4,4561;4,7642;0,2485;4,3499
06.02.2020;2,9209;3,2608;4,4469;4,7651;0,2485;4,3311
05.02.2020;2,9335;3,2654;4,4566;4,7768;0,2481;4,3347
04.02.2020;2,8996;3,2548;4,4647;4,7779;0,2478;4,3227
03.02.2020;2,8904;3,2614;4,4773;4,7788;0,2478;4,3181
31.01.2020;2,8997;3,2715;4,4691;4,7779;0,2476;4,3309
30.01.2020;2,9203;3,2813;4,4657;4,779;0,2472;4,3384
29.01.2020;2,9311;3,2952;4,4536;4,7769;0,2464;4,3418
28.01.2020;2,926;3,2865;4,4767;4,7787;0,2452;4,3378
27.01.2020;2,9361;3,2877;4,4707;4,7798;0,2443;4,3348
23.01.2020;2,9606;3,2738;4,4487;4,779;0,2442;4,3101
22.01.2020;2,9497;3,2982;4,4378;4,7786;0,2444;4,3095
21.01.2020;2,9519;3,2939;4,4503;4,779;0,2456;4,3042
20.01.2020;2,9587;3,2979;4,4485;4,7788;0,2458;4,3105
17.01.2020;2,9663;3,2954;4,4485;4,7792;0,2454;4,2976
16.01.2020;2,9639;3,2852;4,4492;4,7795;0,2459;4,2831
15.01.2020;2,9574;3,2827;4,4445;4,7798;0,247;4,2932
14.01.2020;2,96;3,2847;4,4309;4,7794;0,2474;4,2928
13.01.2020;2,9647;3,2917;4,4192;4,7791;0,2486;4,2993
10.01.2020;2,9624;3,2956;4,4175;4,7795;0,2494;4,3088
09.01.2020;2,9507;3,295;4,416;4,7774;0,2491;4,3001
08.01.2020;2,9483;3,2993;4,4161;4,7776;0,2486;4,2923
07.01.2020;2,9404;3,2921;4,3995;4,775;0,2485;4,2741
06.01.2020;2,9664;3,2896;4,4033;4,776;0,2485;4,2658
03.01.2020;2,9778;3,305;4,4084;4,7789;0,2487;4,2922
31.12.2019;2,9874;3,2702;4,4033;4,7793;0,2481;4,2608
30.12.2019;2,9866;3,2679;4,39;4,7785;0,2488;4,2698
27.12.2019;2,9889;3,277;4,3919;4,7799;0,2495;4,29
24.12.2019;2,985;3,2795;4,3942;4,7794;0,2494;4,3168
23.12.2019;2,9797;3,2733;4,3883;4,7716;0,2489;4,3036
20.12.2019;2,9629;3,2707;4,3797;4,7736;0,2485;4,2951
19.12.2019;2,9468;3,2686;4,3734;4,774;0,2487;4,288
18.12.2019;2,9406;3,263;4,3786;4,7773;0,248;4,2911
17.12.2019;2,9332;3,2514;4,3607;4,7769;0,2481;4,2831
16.12.2019;2,9521;3,2647;4,3622;4,7781;0,247;4,2878
13.12.2019;2,9562;3,2491;4,3448;4,7786;0,2478;4,2746
12.12.2019;2,9552;3,2598;4,3703;4,7791;0,2487;4,2931
11.12.2019;2,9476;3,2578;4,3785;4,7794;0,2485;4,3124
10.12.2019;2,9402;3,2596;4,3771;4,7787;0,248;4,3149
09.12.2019;2,9453;3,2552;4,359;4,7777;0,2471;4,3149
06.12.2019;2,9491;3,268;4,3582;4,7785;0,2465;4,3069
05.12.2019;2,9417;3,268;4,3562;4,7764;0,2465;4,3067
04.12.2019;2,9442;3,2462;4,362;4,7744;0,2463;4,3117
03.12.2019;2,952;3,243;4,3584;4,7762;0,2478;4,3143
02.12.2019;2,9446;3,2659;4,34;4,7777;0,2484;4,3378
29.11.2019;2,9428;3,2672;4,3443;4,7781;0,2489;4,3425
28.11.2019;2,9366;3,2638;4,3461;4,7788;0,2493;4,3394
27.11.2019;2,946;3,2731;4,3505;4,7792;0,2494;4,3422
26.11.2019;2,9381;3,2563;4,3472;4,7765;0,2495;4,3356
25.11.2019;2,9412;3,2574;4,3441;4,7722;0,2477;4,3325
22.11.2019;2,9307;3,2492;4,3412;4,7729;0,247;4,316
21.11.2019;2,9372;3,2435;4,3531;4,7808;0,2478;4,3144
20.11.2019;2,9407;3,2436;4,3546;4,7776;0,2464;4,3172
19.11.2019;2,942;3,2666;4,3522;4,7759;0,2462;4,3145
18.11.2019;2,9383;3,2645;4,3586;4,7729;0,2457;4,3159
15.11.2019;2,9313;3,2621;4,3685;4,7667;0,2467;4,3224
14.11.2019;2,9446;3,2672;4,3832;4,7669;0,2472;4,3343
13.11.2019;2,9526;3,2602;4,3682;4,7635;0,2477;4,3251
12.11.2019;2,9525;3,2599;4,341;4,7619;0,2477;4,3202
11.11.2019;2,9613;3,2645;4,3386;4,7627;0,248;4,3164
08.11.2019;2,9625;3,2672;4,3304;4,7615;0,2468;4,3137
07.11.2019;2,9651;3,2615;4,3288;4,7597;0,2465;4,2932
06.11.2019;2,9638;3,2633;4,3255;4,7626;0,2455;4,2949
05.11.2019;2,9574;3,2578;4,3138;4,754;0,2437;4,2742
04.11.2019;2,9435;3,2383;4,3104;4,755;0,2434;4,26
01.11.2019;2,9426;3,2411;4,3217;4,7545;0,2432;4,267
31.10.2019;2,9396;3,2368;4,3163;4,7576;0,2442;4,2614
30.10.2019;2,9388;3,2706;4,312;4,7572;0,2448;4,2765
29.10.2019;2,938;3,2861;4,3111;4,7567;0,2447;4,2927
28.10.2019;2,9279;3,2838;4,309;4,7569;0,2447;4,2876
25.10.2019;2,9197;3,2756;4,3151;4,7563;0,2454;4,2784
24.10.2019;2,9172;3,2651;4,3115;4,7528;0,2461;4,2708
23.10.2019;2,9308;3,2698;4,3275;4,76;0,2458;4,2821
22.10.2019;2,9315;3,2665;4,3205;4,7601;0,2458;4,2726
21.10.2019;2,9314;3,2512;4,326;4,7592;0,2457;4,2607
18.10.2019;2,9202;3,2526;4,3243;4,7556;0,2458;4,2732
17.10.2019;2,9162;3,2461;4,3002;4,755;0,2469;4,2719
16.10.2019;2,9024;3,2601;4,3166;4,7537;0,2464;4,3082
15.10.2019;2,9196;3,2618;4,3241;4,7524;0,2452;4,3164
14.10.2019;2,9096;3,2569;4,3279;4,7536;0,2451;4,3072
11.10.2019;2,933;3,2538;4,3262;4,7582;0,2453;4,3186
10.10.2019;2,913;3,2379;4,3427;4,7498;0,2454;4,3074
09.10.2019;2,9183;3,252;4,3526;4,7502;0,2447;4,3252
08.10.2019;2,917;3,2471;4,3565;4,7479;0,2443;4,3212
07.10.2019;2,9144;3,2481;4,3542;4,7472;0,2439;4,3268
04.10.2019;2,9209;3,2448;4,3441;4,7483;0,2444;4,3241
03.10.2019;2,9124;3,2517;4,3318;4,7483;0,2452;4,3361
02.10.2019;2,9065;3,2846;4,3519;4,7499;0,2458;4,3519
01.10.2019;2,9214;3,2845;4,3555;4,7512;0,2454;4,3605
30.09.2019;2,9363;3,2838;4,3759;4,7511;0,245;4,3488
27.09.2019;2,9379;3,2799;4,3806;4,7505;0,2449;4,3479
26.09.2019;2,9333;3,2759;4,3667;4,746;0,2429;4,3418
25.09.2019;2,9255;3,2543;4,3757;4,7439;0,2437;4,3132
24.09.2019;2,9271;3,2575;4,3634;4,7485;0,2444;4,3174
23.09.2019;2,9291;3,2525;4,3658;4,7491;0,244;4,3248
20.09.2019;2,9158;3,2356;4,3319;4,7432;0,243;4,2921
19.09.2019;2,9113;3,2243;4,3236;4,7415;0,2428;4,2846
18.09.2019;2,93;3,2327;4,3067;4,7354;0,2425;4,2876
17.09.2019;2,9372;3,2423;4,3226;4,7352;0,2416;4,2979
16.09.2019;2,9454;3,2282;4,3235;4,734;0,2403;4,2803
13.09.2019;2,9333;3,2267;4,3212;4,7354;0,2426;4,2654
12.09.2019;2,9555;3,2555;4,3363;4,7363;0,2427;4,2946
